Date,Rate
2018-06-16,0.752845
2018-06-17,0.753263
2018-06-18,0.754264
2018-06-19,0.759108
2018-06-20,0.759137
2018-06-21,0.755013
2018-06-22,0.75391
2018-06-23,0.75391
2018-06-24,0.754053
2018-06-25,0.753137
2018-06-26,0.756395
2018-06-27,0.762207
2018-06-28,0.764815
2018-07-01,0.757058
2018-07-02,0.760832
2018-07-03,0.757937
2018-07-04,0.755971
2018-07-05,0.756315
2018-07-06,0.752615
2018-07-07,0.75256
2018-07-08,0.75222
2018-07-09,0.754546
2018-07-10,0.754262
2018-07-11,0.757266
2018-07-12,0.758807
2018-07-13,0.755745
2018-07-14,0.7557
2018-07-15,0.756021
2018-07-16,0.755488
2018-07-17,0.763083
2018-07-18,0.764643
2018-07-19,0.767882
2018-07-20,0.761441
2018-07-21,0.76144
2018-07-22,0.760683
2018-07-23,0.763188
2018-07-24,0.760486
2018-07-25,0.757677
2018-07-26,0.762835
2018-07-27,0.763185
2018-07-28,0.763123
2018-08-01,0.761904
2018-08-02,0.7683
2018-08-03,0.768935
2018-08-04,0.768935
2018-08-05,0.769118
2018-08-06,0.772542
2018-08-07,0.772559
2018-08-08,0.776539
2018-08-09,0.779509
2018-08-10,0.783085
2018-08-11,0.783085
2018-08-12,0.783718
2018-08-13,0.783552
2018-08-14,0.786278
2018-08-15,0.78784
2018-08-16,0.786624
2018-08-17,0.78419
2018-08-18,0.78419
2018-08-19,0.784541
2018-08-20,0.780995
2018-08-21,0.774872
2018-08-22,0.774864
2018-08-23,0.780661
2018-08-24,0.77845
2018-08-25,0.77845
2018-08-26,0.777705
2018-08-27,0.775358
2018-08-28,0.777048
2018-09-01,0.771545
2018-09-02,0.773893
2018-09-03,0.777115
2018-09-04,0.777736
2018-09-05,0.774322
2018-09-06,0.773701
2018-09-07,0.77413
2018-09-08,0.774
2018-09-09,0.773455
2018-09-10,0.767624
2018-09-11,0.768272
2018-09-12,0.7666
2018-09-13,0.762705
2018-09-14,0.76529
2018-09-15,0.76529
2018-09-16,0.765031
2018-09-17,0.760746
2018-09-18,0.759474
2018-09-19,0.760957
2018-09-20,0.75357
2018-09-21,0.764995
2018-09-22,0.764935
2018-09-23,0.764526
2018-09-24,0.762422
2018-09-25,0.758732
2018-09-26,0.759301
2018-09-27,0.764751
2018-09-28,0.7674
2018-10-01,0.766696
2018-10-02,0.770455
2018-10-03,0.772788
2018-10-04,0.767893
2018-10-05,0.76237
2018-10-06,0.76237
2018-10-07,0.761818
2018-10-08,0.763782
2018-10-09,0.760065
2018-10-10,0.757289
2018-10-11,0.755652
2018-10-12,0.76011
2018-10-13,0.76011
2018-10-14,0.763184
2018-10-15,0.760208
2018-10-16,0.758279
2018-10-17,0.763284
2018-10-18,0.7681
2018-10-19,0.764995
2018-10-20,0.764995
2018-10-21,0.765319
2018-10-22,0.771289
2018-10-23,0.770431
2018-10-24,0.776149
2018-10-25,0.77996
2018-10-26,0.77918
2018-10-27,0.7794
2018-10-28,0.779423
2018-11-01,0.769067
2018-11-02,0.77089
2018-11-03,0.77089
2018-11-04,0.768935
2018-11-05,0.765838
2018-11-06,0.762562
2018-11-07,0.761711
2018-11-08,0.765338
2018-11-09,0.770951
2018-11-10,0.7707
2018-11-11,0.772857
2018-11-12,0.777904
2018-11-13,0.768344
2018-11-14,0.770159
2018-11-15,0.78334
2018-11-16,0.77882
2018-11-17,0.77882
2018-11-18,0.77912
2018-11-19,0.777847
2018-11-20,0.78201
2018-11-21,0.782737
2018-11-22,0.776618
2018-11-23,0.78003
2018-11-24,0.77997
2018-11-25,0.780434
2018-11-26,0.780483
2018-11-27,0.784791
2018-11-28,0.779879
2018-12-01,0.78416
2018-12-02,0.784252
2018-12-03,0.785848
2018-12-04,0.78622
2018-12-05,0.785864
2018-12-06,0.782462
2018-12-07,0.785545
2018-12-08,0.785545
2018-12-09,0.786203
2018-12-10,0.796172
2018-12-11,0.80049
2018-12-12,0.792113
2018-12-13,0.790275
2018-12-14,0.794345
2018-12-15,0.794345
2018-12-16,0.794625
2018-12-17,0.792732
2018-12-18,0.790211
2018-12-19,0.792026
2018-12-20,0.789331
2018-12-21,0.791515
2018-12-22,0.7917
2018-12-23,0.790489
2018-12-24,0.78635
2018-12-25,0.788209
2018-12-26,0.790657
2018-12-27,0.790838
2018-12-28,0.787465
2019-01-01,0.784068
2019-01-02,0.798977
2019-01-03,0.791899
2019-01-04,0.78564
2019-01-05,0.786
2019-01-06,0.785404
2019-01-07,0.7822
2019-01-08,0.785004
2019-01-09,0.781316
2019-01-10,0.784
2019-01-11,0.77851
2019-01-12,0.7787
2019-01-13,0.778317
2019-01-14,0.776699
2019-01-15,0.77691
2019-01-16,0.775933
2019-01-17,0.770223
2019-01-18,0.77658
2019-01-19,0.77658
2019-01-20,0.778089
2019-01-21,0.775757
2019-01-22,0.771843
2019-01-23,0.7644
2019-01-24,0.762199
2019-01-25,0.757865
2019-01-26,0.757365
2019-01-27,0.757116
2019-01-28,0.759855
2019-02-01,0.76425
2019-02-02,0.76425
2019-02-03,0.764705
2019-02-04,0.767628
2019-02-05,0.77179
2019-02-06,0.7732
2019-02-07,0.772299
2019-02-08,0.77274
2019-02-09,0.77256
2019-02-10,0.773037
2019-02-11,0.777378
2019-02-12,0.775744
2019-02-13,0.7779
2019-02-14,0.781375
2019-02-15,0.77561
2019-02-16,0.7758
2019-02-17,0.774935
2019-02-18,0.773784
2019-02-19,0.765717
2019-02-20,0.766601
2019-02-21,0.766871
2019-02-22,0.766107
2019-02-23,0.766137
2019-02-24,0.765462
2019-02-25,0.761773
2019-02-26,0.754205
2019-02-27,0.750889
2019-02-28,0.753927
2019-03-01,0.756945
2019-03-02,0.757045
2019-03-03,0.755425
2019-03-04,0.7589
2019-03-05,0.760098
2019-03-06,0.758697
2019-03-07,0.76391
2019-03-08,0.7684
2019-03-09,0.76823
2019-03-10,0.770115
2019-03-11,0.754973
2019-03-12,0.765454
2019-03-13,0.7526
2019-03-14,0.754319
2019-03-15,0.7514
2019-03-16,0.7514
2019-03-17,0.752096
2019-03-18,0.753907
2019-03-19,0.753605
2019-03-20,0.757311
2019-03-21,0.761624
2019-03-22,0.756775
2019-03-23,0.756945
2019-03-24,0.757244
2019-03-25,0.75686
2019-03-26,0.757008
2019-03-27,0.760335
2019-03-28,0.7661
2019-04-01,0.76524
2019-04-02,0.761792
2019-04-03,0.758944
2019-04-04,0.7649
2019-04-05,0.76705
2019-04-06,0.76705
2019-04-07,0.76695
2019-04-08,0.765633
2019-04-09,0.765989
2019-04-10,0.763491
2019-04-11,0.76598
2019-04-12,0.7647
2019-04-13,0.7647
2019-04-14,0.764329
2019-04-15,0.763377
2019-04-16,0.766625
2019-04-17,0.766969
2019-04-18,0.769669
2019-04-19,0.76947
2019-04-20,0.76947
2019-04-21,0.769671
2019-04-22,0.770351
2019-04-23,0.772927
2019-04-24,0.774992
2019-04-25,0.775533
2019-04-26,0.774035
2019-04-27,0.77417
2019-04-28,0.774054
2019-05-01,0.766094
2019-05-02,0.7673
2019-05-03,0.759129
2019-05-04,0.759129
2019-05-05,0.76041
2019-05-06,0.763534
2019-05-07,0.765221
2019-05-08,0.768703
2019-05-09,0.768701
2019-05-10,0.7693
2019-05-11,0.7693
2019-05-12,0.76878
2019-05-13,0.771411
2019-05-14,0.774806
2019-05-15,0.778402
2019-05-16,0.7815
2019-05-17,0.786225
2019-05-18,0.786225
2019-05-19,0.785509
2019-05-20,0.785678
2019-05-21,0.786959
2019-05-22,0.789765
2019-05-23,0.789702
2019-05-24,0.786535
2019-05-25,0.786595
2019-05-26,0.785964
2019-05-27,0.7887
2019-05-28,0.789965
2019-06-01,0.7912
2019-06-02,0.791203
2019-06-03,0.789662
2019-06-04,0.7872
2019-06-05,0.788149
2019-06-06,0.787727
2019-06-07,0.785115
2019-06-08,0.785115
2019-06-09,0.786034
2019-06-10,0.787975
2019-06-11,0.785892
2019-06-12,0.787829
2019-06-13,0.788694
2019-06-14,0.79422
2019-06-15,0.794345
2019-06-16,0.794092
2019-06-17,0.797321
2019-06-18,0.795781
2019-06-19,0.790216
2019-06-20,0.786941
2019-06-21,0.784805
2019-06-22,0.784805
2019-06-23,0.784225
2019-06-24,0.785012
2019-06-25,0.788009
2019-06-26,0.787705
2019-06-27,0.789042
2019-06-28,0.78771
2019-07-01,0.790855
2019-07-02,0.793809
2019-07-03,0.794742
2019-07-04,0.794763
2019-07-05,0.798655
2019-07-06,0.798595
2019-07-07,0.798466
2019-07-08,0.799041
2019-07-09,0.802707
2019-07-10,0.79961
2019-07-11,0.798639
2019-07-12,0.79542
2019-07-13,0.79542
2019-07-14,0.795487
2019-07-15,0.798952
2019-07-16,0.805807
2019-07-17,0.804264
2019-07-18,0.797246
2019-07-19,0.7999
2019-07-20,0.799872
2019-07-21,0.799297
2019-07-22,0.801776
2019-07-23,0.804025
2019-07-24,0.800988
2019-07-25,0.803084
2019-07-26,0.807555
2019-07-27,0.807555
2019-07-28,0.808
2019-08-01,0.824825
2019-08-02,0.8223
2019-08-03,0.8223
2019-08-04,0.822939
2019-08-05,0.822589
2019-08-06,0.821676
2019-08-07,0.823715
2019-08-08,0.82352
2019-08-09,0.8307
2019-08-10,0.8307
2019-08-11,0.831808
2019-08-12,0.827976
2019-08-13,0.828976
2019-08-14,0.82918
2019-08-15,0.827067
2019-08-16,0.823045
2019-08-17,0.823045
2019-08-18,0.82247
2019-08-19,0.824525
2019-08-20,0.822253
2019-08-21,0.8244
2019-08-22,0.816233
2019-08-23,0.814465
2019-08-24,0.81453
2019-08-25,0.8157
2019-08-26,0.818203
2019-08-27,0.814279
2019-08-28,0.818482
2019-09-01,0.822466
2019-09-02,0.828844
2019-09-03,0.827068
2019-09-04,0.816593
2019-09-05,0.81138
2019-09-06,0.8141
2019-09-07,0.81403
2019-09-08,0.814067
2019-09-09,0.809993
2019-09-10,0.809221
2019-09-11,0.810668
2019-09-12,0.811108
2019-09-13,0.79968
2019-09-14,0.799615
2019-09-15,0.800256
2019-09-16,0.804786
2019-09-17,0.799914
2019-09-18,0.80196
2019-09-19,0.798521
2019-09-20,0.801775
2019-09-21,0.801775
2019-09-22,0.801945
2019-09-23,0.804311
2019-09-24,0.800943
2019-09-25,0.809137
2019-09-26,0.81112
2019-09-27,0.81367
2019-09-28,0.81365
2019-10-01,0.813554
2019-10-02,0.812715
2019-10-03,0.810283
2019-10-04,0.81083
2019-10-05,0.810701
2019-10-06,0.810701
2019-10-07,0.813838
2019-10-08,0.818321
2019-10-09,0.818869
2019-10-10,0.804449
2019-10-11,0.790825
2019-10-12,0.790825
2019-10-13,0.792602
2019-10-14,0.793085
2019-10-15,0.783696
2019-10-16,0.780075
2019-10-17,0.77733
2019-10-18,0.770361
2019-10-19,0.770361
2019-10-20,0.775013
2019-10-21,0.770916
2019-10-22,0.776158
2019-10-23,0.773968
2019-10-24,0.778889
2019-10-25,0.779818
2019-10-26,0.779606
2019-10-27,0.779572
2019-10-28,0.777786
2019-11-01,0.7727
2019-11-02,0.772678
2019-11-03,0.772917
2019-11-04,0.7758
2019-11-05,0.7763
2019-11-06,0.777882
2019-11-07,0.780007
2019-11-08,0.782779
2019-11-09,0.782779
2019-11-10,0.781565
2019-11-11,0.777965
2019-11-12,0.77816
2019-11-13,0.777986
2019-11-14,0.776271
2019-11-15,0.774984
2019-11-16,0.774984
2019-11-17,0.774009
2019-11-18,0.7723
2019-11-19,0.773528
2019-11-20,0.773644
2019-11-21,0.774064
2019-11-22,0.77912
2019-11-23,0.77912
2019-11-24,0.778125
2019-11-25,0.775379
2019-11-26,0.777566
2019-11-27,0.773413
2019-11-28,0.774469
2019-12-01,0.774451
2019-12-02,0.772809
2019-12-03,0.7694
2019-12-04,0.7627
2019-12-05,0.759994
2019-12-06,0.761267
2019-12-07,0.761267
2019-12-08,0.761109
2019-12-09,0.760682
2019-12-10,0.761649
2019-12-11,0.75759
2019-12-12,0.742209
2019-12-13,0.750063
2019-12-14,0.750063
2019-12-15,0.748861
2019-12-16,0.7538
2019-12-17,0.762
2019-12-18,0.764234
2019-12-19,0.768226
2019-12-20,0.769201
2019-12-21,0.768965
2019-12-22,0.768893
2019-12-23,0.772586
2019-12-24,0.773156
2019-12-25,0.770987
2019-12-26,0.769162
2019-12-27,0.764526
2019-12-28,0.764526
2020-01-01,0.754603
2020-01-02,0.76061
2020-01-03,0.764497
2020-01-04,0.764497
2020-01-05,0.76467
2020-01-06,0.7592
2020-01-07,0.7624
2020-01-08,0.763009
2020-01-09,0.765126
2020-01-10,0.765404
2020-01-11,0.765433
2020-01-12,0.766639
2020-01-13,0.770024
2020-01-14,0.767972
2020-01-15,0.766878
2020-01-16,0.76468
2020-01-17,0.768315
2020-01-18,0.768315
2020-01-19,0.768882
2020-01-20,0.769053
2020-01-21,0.766521
2020-01-22,0.760792
2020-01-23,0.762257
2020-01-24,0.764868
2020-01-25,0.764868
2020-01-26,0.765622
2020-01-27,0.765744
2020-01-28,0.767931
2020-02-01,0.757312
2020-02-02,0.758666
2020-02-03,0.769403
2020-02-04,0.767417
2020-02-05,0.7694
2020-02-06,0.773387
2020-02-07,0.775976
2020-02-08,0.775976
2020-02-09,0.77579
2020-02-10,0.774225
2020-02-11,0.7717
2020-02-12,0.771727
2020-02-13,0.766636
2020-02-14,0.766454
2020-02-15,0.766454
2020-02-16,0.766195
2020-02-17,0.768883
2020-02-18,0.7692
2020-02-19,0.773638
2020-02-20,0.776335
2020-02-21,0.771546
2020-02-22,0.771546
2020-02-23,0.772091
2020-02-24,0.773715
2020-02-25,0.769068
2020-02-26,0.774818
2020-02-27,0.775967
2020-02-28,0.77994
2020-03-01,0.782441
2020-03-02,0.783338
2020-03-03,0.780016
2020-03-04,0.776889
2020-03-05,0.772201
2020-03-06,0.766313
2020-03-07,0.766342
2020-03-08,0.7636
2020-03-09,0.76491
2020-03-10,0.774845
2020-03-11,0.780168
2020-03-12,0.795387
2020-03-13,0.814996
2020-03-14,0.814996
2020-03-15,0.806552
2020-03-16,0.815207
2020-03-17,0.825304
2020-03-18,0.861512
2020-03-19,0.870221
2020-03-20,0.858369
2020-03-21,0.858369
2020-03-22,0.860524
2020-03-23,0.862395
2020-03-24,0.848214
2020-03-25,0.843907
2020-03-26,0.819964
2020-03-27,0.80289
2020-03-28,0.80289
2020-04-01,0.807676
2020-04-02,0.807
2020-04-03,0.815195
2020-04-04,0.815195
2020-04-05,0.818544
2020-04-06,0.81757
2020-04-07,0.810559
2020-04-08,0.807057
2020-04-09,0.802886
2020-04-10,0.803406
2020-04-11,0.803406
2020-04-12,0.802697
2020-04-13,0.798681
2020-04-14,0.792085
2020-04-15,0.798802
2020-04-16,0.800783
2020-04-17,0.799392
2020-04-18,0.799392
2020-04-19,0.800961
2020-04-20,0.8037
2020-04-21,0.812902
2020-04-22,0.811536
2020-04-23,0.80961
2020-04-24,0.808734
2020-04-25,0.808734
2020-04-26,0.808619
2020-04-27,0.805027
2020-04-28,0.804202
2020-05-01,0.799872
2020-05-02,0.799872
2020-05-03,0.802847
2020-05-04,0.803555
2020-05-05,0.80359
2020-05-06,0.811385
2020-05-07,0.808162
2020-05-08,0.806062
2020-05-09,0.806062
2020-05-10,0.805377
2020-05-11,0.810915
2020-05-12,0.816193
2020-05-13,0.81713
2020-05-14,0.817394
2020-05-15,0.826037
2020-05-16,0.826194
2020-05-17,0.827475
2020-05-18,0.819686
2020-05-19,0.815943
2020-05-20,0.817251
2020-05-21,0.818174
2020-05-22,0.821959
2020-05-23,0.821959
2020-05-24,0.820609
2020-05-25,0.8196
2020-05-26,0.810919
2020-05-27,0.815455
2020-05-28,0.811781
2020-06-01,0.800865
2020-06-02,0.794868
2020-06-03,0.795276
2020-06-04,0.793236
2020-06-05,0.789546
2020-06-06,0.789546
2020-06-07,0.786226
2020-06-08,0.785265
2020-06-09,0.786806
2020-06-10,0.786684
2020-06-11,0.795344
2020-06-12,0.797162
2020-06-13,0.797162
2020-06-14,0.799361
2020-06-15,0.791291
2020-06-16,0.794694
2020-06-17,0.79683
2020-06-18,0.804829
2020-06-19,0.809792
2020-06-20,0.809792
2020-06-21,0.809986
2020-06-22,0.799962
2020-06-23,0.798424
2020-06-24,0.805647
2020-06-25,0.804854
2020-06-26,0.810701
2020-06-27,0.810471
2020-06-28,0.810324
2020-07-01,0.80215
2020-07-02,0.802168
2020-07-03,0.801072
2020-07-04,0.801028
2020-07-05,0.801651
2020-07-06,0.800224
2020-07-07,0.797375
2020-07-08,0.792836
2020-07-09,0.79331
2020-07-10,0.792224
2020-07-11,0.792236
2020-07-12,0.792005
2020-07-13,0.796692
2020-07-14,0.795568
2020-07-15,0.794155
2020-07-16,0.796276
2020-07-17,0.795608
2020-07-18,0.795786
2020-07-19,0.795485
2020-07-20,0.789839
2020-07-21,0.785484
2020-07-22,0.785669
2020-07-23,0.78555
2020-07-24,0.781769
2020-07-25,0.781769
2020-07-26,0.781595
2020-07-27,0.775935
2020-07-28,0.773745
2020-08-01,0.764213
2020-08-02,0.763369
2020-08-03,0.764642
2020-08-04,0.764241
2020-08-05,0.761814
2020-08-06,0.761151
2020-08-07,0.766283
2020-08-08,0.766284
2020-08-09,0.76625
2020-08-10,0.764701
2020-08-11,0.766207
2020-08-12,0.76655
2020-08-13,0.765153
2020-08-14,0.764146
2020-08-15,0.764146
2020-08-16,0.76305
2020-08-17,0.762975
2020-08-18,0.754555
2020-08-19,0.762794
2020-08-20,0.756505
2020-08-21,0.763971
2020-08-22,0.763971
2020-08-23,0.763775
2020-08-24,0.765073
2020-08-25,0.760461
2020-08-26,0.756485
2020-08-27,0.757552
2020-08-28,0.74898
2020-09-01,0.746275
2020-09-02,0.749176
2020-09-03,0.753934
2020-09-04,0.753069
2020-09-05,0.753069
2020-09-06,0.754902
2020-09-07,0.759878
2020-09-08,0.771286
2020-09-09,0.769337
2020-09-10,0.780816
2020-09-11,0.781555
2020-09-12,0.781555
2020-09-13,0.780817
2020-09-14,0.778288
2020-09-15,0.776193
2020-09-16,0.771575
2020-09-17,0.770697
2020-09-18,0.774132
2020-09-19,0.774204
2020-09-20,0.77325
2020-09-21,0.780092
2020-09-22,0.784777
2020-09-23,0.786535
2020-09-24,0.783953
2020-09-25,0.78454
2020-09-26,0.784622
2020-09-27,0.783392
2020-09-28,0.776759
2020-10-01,0.776096
2020-10-02,0.773066
2020-10-03,0.773186
2020-10-04,0.773449
2020-10-05,0.769654
2020-10-06,0.776184
2020-10-07,0.774231
2020-10-08,0.772818
2020-10-09,0.76656
2020-10-10,0.766372
2020-10-11,0.76742
2020-10-12,0.765422
2020-10-13,0.773156
2020-10-14,0.76858
2020-10-15,0.77505
2020-10-16,0.774294
2020-10-17,0.774294
2020-10-18,0.773623
2020-10-19,0.772341
2020-10-20,0.771834
2020-10-21,0.761657
2020-10-22,0.764643
2020-10-23,0.76668
2020-10-24,0.766548
2020-10-25,0.766082
2020-10-26,0.76835
2020-10-27,0.767433
2020-10-28,0.769864
2020-11-01,0.773636
2020-11-02,0.773874
2020-11-03,0.762218
2020-11-04,0.771211
2020-11-05,0.761135
2020-11-06,0.760167
2020-11-07,0.760023
2020-11-08,0.758748
2020-11-09,0.75941
2020-11-10,0.754104
2020-11-11,0.756223
2020-11-12,0.76215
2020-11-13,0.757863
2020-11-14,0.757863
2020-11-15,0.756435
2020-11-16,0.75643
2020-11-17,0.754349
2020-11-18,0.754632
2020-11-19,0.754867
2020-11-20,0.752681
2020-11-21,0.752681
2020-11-22,0.751669
2020-11-23,0.75039
2020-11-24,0.748335
2020-11-25,0.74725
2020-11-26,0.748866
2020-11-27,0.751512
2020-11-28,0.751512
2020-12-01,0.745054
2020-12-02,0.748034
2020-12-03,0.743428
2020-12-04,0.744075
2020-12-05,0.744075
2020-12-06,0.745429
2020-12-07,0.748736
2020-12-08,0.748223
2020-12-09,0.748182
2020-12-10,0.75171
2020-12-11,0.756029
2020-12-12,0.756115
2020-12-13,0.750951
2020-12-14,0.750424
2020-12-15,0.74364
2020-12-16,0.74062
2020-12-17,0.736991
2020-12-18,0.739563
2020-12-19,0.739508
2020-12-20,0.746197
2020-12-21,0.74364
2020-12-22,0.746318
2020-12-23,0.740032
2020-12-24,0.73745
2020-12-25,0.736398
2020-12-26,0.736398
2020-12-27,0.736925
2020-12-28,0.742646
2021-01-01,0.73135
2021-01-02,0.731368
2021-01-03,0.730947
2021-01-04,0.736879
2021-01-05,0.733808
2021-01-06,0.733993
2021-01-07,0.736966
2021-01-08,0.737247
2021-01-09,0.737165
2021-01-10,0.739722
2021-01-11,0.739465
2021-01-12,0.731676
2021-01-13,0.73273
2021-01-14,0.730841
2021-01-15,0.736158
2021-01-16,0.735916
2021-01-17,0.736874
2021-01-18,0.73616
2021-01-19,0.732911
2021-01-20,0.731719
2021-01-21,0.728404
2021-01-22,0.730909
2021-01-23,0.730909
2021-01-24,0.730686
2021-01-25,0.731178
2021-01-26,0.727802
2021-01-27,0.731495
2021-01-28,0.728619
2021-02-01,0.731215
2021-02-02,0.732119
2021-02-03,0.732595
2021-02-04,0.731405
2021-02-05,0.727988
2021-02-06,0.727988
2021-02-07,0.727892
2021-02-08,0.727503
2021-02-09,0.72382
2021-02-10,0.723016
2021-02-11,0.724041
2021-02-12,0.72235
2021-02-13,0.722439
2021-02-14,0.720981
2021-02-15,0.718649
2021-02-16,0.720181
2021-02-17,0.72125
2021-02-18,0.715973
2021-02-19,0.714006
2021-02-20,0.713598
2021-02-21,0.712884
2021-02-22,0.710841
2021-02-23,0.708255
2021-02-24,0.706864
2021-02-25,0.714095
2021-02-26,0.717833
2021-02-27,0.718133
2021-02-28,0.715621
2021-03-01,0.717932
2021-03-02,0.716638
2021-03-03,0.718288
2021-03-04,0.719753
2021-03-05,0.722788
2021-03-06,0.722788
2021-03-07,0.721979
2021-03-08,0.723492
2021-03-09,0.720076
2021-03-10,0.71786
2021-03-11,0.714904
2021-03-12,0.718397
2021-03-13,0.718397
2021-03-14,0.717902
2021-03-15,0.719505
2021-03-16,0.719305
2021-03-17,0.71554
2021-03-18,0.718224
2021-03-19,0.720829
2021-03-20,0.720981
2021-03-21,0.722881
2021-03-22,0.721537
2021-03-23,0.728291
2021-03-24,0.730545
2021-03-25,0.727458
2021-03-26,0.725503
2021-03-27,0.725111
2021-03-28,0.72515
2021-04-01,0.72285
2021-04-02,0.72304
2021-04-03,0.72304
2021-04-04,0.723031
2021-04-05,0.718771
2021-04-06,0.72305
2021-04-07,0.727692
2021-04-08,0.728141
2021-04-09,0.729474
2021-04-10,0.729581
2021-04-11,0.729528
2021-04-12,0.727008
2021-04-13,0.726805
2021-04-14,0.725795
2021-04-15,0.725473
2021-04-16,0.72295
2021-04-17,0.722883
2021-04-18,0.723711
2021-04-19,0.714709
2021-04-20,0.717459
2021-04-21,0.7178
2021-04-22,0.722604
2021-04-23,0.720528
2021-04-24,0.720534
2021-04-25,0.721242
2021-04-26,0.719696
2021-04-27,0.719267
2021-04-28,0.71655
2021-05-01,0.723743
2021-05-02,0.723657
2021-05-03,0.719249
2021-05-04,0.72007
2021-05-05,0.718959
2021-05-06,0.719683
2021-05-07,0.714896
2021-05-08,0.715052
2021-05-09,0.712224
2021-05-10,0.707682
2021-05-11,0.707441
2021-05-12,0.711131
2021-05-13,0.711931
2021-05-14,0.709165
2021-05-15,0.709165
2021-05-16,0.70917
2021-05-17,0.70691
2021-05-18,0.704853
2021-05-19,0.70884
2021-05-20,0.70502
2021-05-21,0.706611
2021-05-22,0.706689
2021-05-23,0.707214
2021-05-24,0.706447
2021-05-25,0.707164
2021-05-26,0.708444
2021-05-27,0.70407
2021-05-28,0.704747
2021-06-01,0.706415
2021-06-02,0.705678
2021-06-03,0.70881
2021-06-04,0.70618
2021-06-05,0.70618
2021-06-06,0.705965
2021-06-07,0.705429
2021-06-08,0.706754
2021-06-09,0.70865
2021-06-10,0.705687
2021-06-11,0.708767
2021-06-12,0.708843
2021-06-13,0.708325
2021-06-14,0.708733
2021-06-15,0.710187
2021-06-16,0.714817
2021-06-17,0.717463
2021-06-18,0.724561
2021-06-19,0.724034
2021-06-20,0.723776
2021-06-21,0.718161
2021-06-22,0.716874
2021-06-23,0.715969
2021-06-24,0.718577
2021-06-25,0.720202
2021-06-26,0.720202
2021-06-27,0.719613
2021-06-28,0.720531
2021-07-01,0.726795
2021-07-02,0.723327
2021-07-03,0.723458
2021-07-04,0.723014
2021-07-05,0.72175
2021-07-06,0.724425
2021-07-07,0.724652
2021-07-08,0.725157
2021-07-09,0.719052
2021-07-10,0.719295
2021-07-11,0.719528
2021-07-12,0.7202
2021-07-13,0.724375
2021-07-14,0.721682
2021-07-15,0.723151
2021-07-16,0.72648
2021-07-17,0.72648
2021-07-18,0.726569
2021-07-19,0.73165
2021-07-20,0.733492
2021-07-21,0.729265
2021-07-22,0.726069
2021-07-23,0.727008
2021-07-24,0.727352
2021-07-25,0.726896
2021-07-26,0.723238
2021-07-27,0.72036
2021-07-28,0.719124
2021-08-01,0.719632
2021-08-02,0.71985
2021-08-03,0.718537
2021-08-04,0.719966
2021-08-05,0.718012
2021-08-06,0.720719
2021-08-07,0.720591
2021-08-08,0.72115
2021-08-09,0.722204
2021-08-10,0.722777
2021-08-11,0.721189
2021-08-12,0.724058
2021-08-13,0.721241
2021-08-14,0.721241
2021-08-15,0.72135
2021-08-16,0.722548
2021-08-17,0.72783
2021-08-18,0.72763
2021-08-19,0.733657
2021-08-20,0.733945
2021-08-21,0.73408
2021-08-22,0.733999
2021-08-23,0.728688
2021-08-24,0.728613
2021-08-25,0.726502
2021-08-26,0.729906
2021-08-27,0.72648
2021-08-28,0.72648
2021-09-01,0.726151
2021-09-02,0.722737
2021-09-03,0.721583
2021-09-04,0.721241
2021-09-05,0.721553
2021-09-06,0.722614
2021-09-07,0.725726
2021-09-08,0.72639
2021-09-09,0.722627
2021-09-10,0.722857
2021-09-11,0.722805
2021-09-12,0.722577
2021-09-13,0.722648
2021-09-14,0.724222
2021-09-15,0.722074
2021-09-16,0.724744
2021-09-17,0.727776
2021-09-18,0.727776
2021-09-19,0.728393
2021-09-20,0.731952
2021-09-21,0.732161
2021-09-22,0.734414
2021-09-23,0.72881
2021-09-24,0.731188
2021-09-25,0.730727
2021-09-26,0.731617
2021-09-27,0.729877
2021-09-28,0.738465
2021-10-01,0.738253
2021-10-02,0.73828
2021-10-03,0.736913
2021-10-04,0.73497
2021-10-05,0.733872
2021-10-06,0.735781
2021-10-07,0.734214
2021-10-08,0.734565
2021-10-09,0.734565
2021-10-10,0.73443
2021-10-11,0.735816
2021-10-12,0.73645
2021-10-13,0.731632
2021-10-14,0.731633
2021-10-15,0.727537
2021-10-16,0.727537
2021-10-17,0.726693
2021-10-18,0.728027
2021-10-19,0.724953
2021-10-20,0.723484
2021-10-21,0.725087
2021-10-22,0.72685
2021-10-23,0.726718
2021-10-24,0.726691
2021-10-25,0.726544
2021-10-26,0.726453
2021-10-27,0.728233
2021-10-28,0.72465
2021-11-01,0.732349
2021-11-02,0.734355
2021-11-03,0.730242
2021-11-04,0.7403
2021-11-05,0.740576
2021-11-06,0.740851
2021-11-07,0.741206
2021-11-08,0.737247
2021-11-09,0.737463
2021-11-10,0.745596
2021-11-11,0.748234
2021-11-12,0.745434
2021-11-13,0.745434
2021-11-14,0.745368
2021-11-15,0.745701
2021-11-16,0.74495
2021-11-17,0.741322
2021-11-18,0.740801
2021-11-19,0.743771
2021-11-20,0.743771
2021-11-21,0.744427
2021-11-22,0.746436
2021-11-23,0.747637
2021-11-24,0.750193
2021-11-25,0.751182
2021-11-26,0.74971
2021-11-27,0.749485
2021-11-28,0.749595
2021-12-01,0.753195
2021-12-02,0.751897
2021-12-03,0.755572
2021-12-04,0.755715
2021-12-05,0.755541
